blind_id,run_id,policy_id,model_family,prompt_strategy,prompt_set,strategy,corpus,flesch_reading_ease,word_compression_ratio,gemini_support_rate,gemini_weighted_alignment,coverage_weighted_rate,omission_rate,distortion_rate,hallucination_rate,minicheck_mean_probability
S461,b05f49b3-a048-439e-9e3e-8f6b7c4258e5,OPP14,gpt,basic_structured,basic,structured,OPP-115,23.73,0.2178,1.0,1.0,0.90625,0.0833333333333333,0.0,0.0,0.8909586416557431
S382,00118e84-5914-4c20-a36e-bfd1962294b0,OPP14,gpt,safety_focused_direct,safety_focused,direct,OPP-115,24.5,0.3821,1.0,1.0,1.0,0.0,0.0,0.0,0.9491846583106301
S030,ec21a7aa-88c6-4977-9280-f7f692162b19,OPP14,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,26.38,0.3928,1.0,1.0,0.9895833333333334,0.0,0.0,0.0,0.944735028953464
S393,027c3105-c841-45d4-9828-a32e42b9a5f0,OPP14,gpt,safety_focused_structured,safety_focused,structured,OPP-115,22.93,0.3586,1.0,1.0,1.0,0.0,0.0,0.0,0.9157039936955856
S134,0f049654-da94-4434-af35-af44d1a59df2,OPP14,llama,basic_direct,basic,direct,OPP-115,11.61,0.0894,1.0,1.0,0.3541666666666667,0.5833333333333334,0.0,0.0,0.7652228962291371
S196,1e73561c-9798-4656-9a9d-5dedf0639ded,OPP14,llama,basic_role_guided,basic,role_guided,OPP-115,22.74,0.1294,0.9375,0.96875,0.34375,0.625,0.0625,0.0,0.9180206581950188
S374,9d06e3e2-0ebb-46ce-8693-4029afac427a,OPP14,llama,basic_structured,basic,structured,OPP-115,27.24,0.0996,1.0,1.0,0.3645833333333333,0.6041666666666666,0.0,0.0,0.8235341180115938
S337,e4998c09-c946-4325-8f8e-05f38884f323,OPP14,llama,safety_focused_direct,safety_focused,direct,OPP-115,21.43,0.1271,0.8571428571428571,0.9285714285714286,0.3854166666666667,0.5833333333333334,0.14285714285714285,0.0,0.8168470509616392
S273,f64c2e75-4350-4ce7-945d-136606e2ddc7,OPP14,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,31.43,0.1722,1.0,1.0,0.375,0.5416666666666666,0.0,0.0,0.8949849389138675
S185,28e598ad-d9db-4cae-af5c-c96fb2a3c523,OPP14,llama,safety_focused_structured,safety_focused,structured,OPP-115,25.27,0.1252,0.8571428571428571,0.9285714285714286,0.3541666666666667,0.5833333333333334,0.14285714285714285,0.0,0.7673660071034517
S412,62b87049-9e4e-4ac7-8921-cd87836467e5,OPP14,mistral,basic_direct,basic,direct,OPP-115,50.58,0.1579,0.95,0.95,0.5208333333333334,0.4375,0.0,0.05,0.9035632476210594
S110,fbf4b297-7c42-4a8f-ad2f-85dd0894b1c2,OPP14,mistral,basic_role_guided,basic,role_guided,OPP-115,48.8,0.1468,0.9545454545454546,0.9772727272727273,0.5520833333333334,0.3541666666666667,0.045454545454545456,0.0,0.8571241159330715
S416,692b43b2-57f5-4c74-af72-5906b468e6f1,OPP14,mistral,basic_structured,basic,structured,OPP-115,52.02,0.1091,0.8823529411764706,0.9117647058823529,0.5104166666666666,0.4375,0.058823529411764705,0.058823529411764705,0.8857951023999382
S318,81677636-db59-4df0-ae75-adb0da5ace31,OPP14,mistral,safety_focused_direct,safety_focused,direct,OPP-115,40.97,0.22,0.9666666666666667,0.9833333333333333,0.6979166666666666,0.2916666666666667,0.03333333333333333,0.0,0.9112600286801656
S129,f51aae86-15f9-426f-8682-9295a9a8e020,OPP14,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,48.11,0.1753,0.9130434782608695,0.9347826086956522,0.6458333333333334,0.2708333333333333,0.043478260869565216,0.043478260869565216,0.7459439855554829
S390,5fa8c08b-4247-482f-98ad-c6fd84242fee,OPP14,mistral,safety_focused_structured,safety_focused,structured,OPP-115,41.13,0.1373,0.9047619047619048,0.9523809523809523,0.5104166666666666,0.3958333333333333,0.09523809523809523,0.0,0.8127693831920624
S014,541a3600-67f8-46ea-a1ac-4d1d76930ccf,OPP15,gpt,basic_direct,basic,direct,OPP-115,26.3,0.1285,1.0,1.0,0.8043478260869565,0.1956521739130435,0.0,0.0,0.8683989537326066
S272,26a2bb40-cebe-4000-89bf-cb1f28d83e47,OPP15,gpt,basic_role_guided,basic,role_guided,OPP-115,30.16,0.1282,1.0,1.0,0.7065217391304348,0.2826086956521739,0.0,0.0,0.6767170172990173
S341,1d47fe23-94ed-411a-8430-278b83b65db7,OPP15,gpt,basic_structured,basic,structured,OPP-115,28.96,0.1561,1.0,1.0,0.8804347826086957,0.0869565217391304,0.0,0.0,0.8858651897947615
S044,fc962877-b012-4e3c-8a2a-c16ec8d3e739,OPP15,gpt,safety_focused_direct,safety_focused,direct,OPP-115,23.48,0.2936,1.0,1.0,0.9565217391304348,0.0434782608695652,0.0,0.0,0.900967712211725
S418,be8473a0-e020-453c-bda5-1de9efd89935,OPP15,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,24.42,0.2487,1.0,1.0,0.9239130434782608,0.0652173913043478,0.0,0.0,0.9105350541120226
S291,2db54198-b1e7-41f4-872a-4ea8f83171dc,OPP15,gpt,safety_focused_structured,safety_focused,structured,OPP-115,23.76,0.1841,1.0,1.0,0.8586956521739131,0.1304347826086956,0.0,0.0,0.8873773392127908
S372,5b1d410e-7427-401f-8b6c-2260990bfcf3,OPP15,llama,basic_direct,basic,direct,OPP-115,25.98,0.0675,1.0,1.0,0.4130434782608695,0.5652173913043478,0.0,0.0,0.8362578731030226
S478,0242cc03-f368-49b6-8844-42c97a4da5f4,OPP15,llama,basic_role_guided,basic,role_guided,OPP-115,25.16,0.0587,1.0,1.0,0.4130434782608695,0.5434782608695652,0.0,0.0,0.7996009313143216
S020,5065f84f-0d20-47ab-9d8e-8125b232899c,OPP15,llama,basic_structured,basic,structured,OPP-115,38.49,0.0602,1.0,1.0,0.3369565217391304,0.6304347826086957,0.0,0.0,0.9038388373123275
S010,6354d1e8-8ab0-4378-bafc-2ee498eb503f,OPP15,llama,safety_focused_direct,safety_focused,direct,OPP-115,28.01,0.0649,1.0,1.0,0.4021739130434782,0.5869565217391305,0.0,0.0,0.8606850544611613
S125,5a69bf0b-853e-4c58-8210-c32aa00849e7,OPP15,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,28.66,0.0729,1.0,1.0,0.2608695652173913,0.6086956521739131,0.0,0.0,0.8987845923555525
S119,6309ee3f-1cc7-4ad6-9696-130a38bdb099,OPP15,llama,safety_focused_structured,safety_focused,structured,OPP-115,30.34,0.0633,0.9285714285714286,0.9642857142857143,0.3478260869565217,0.5869565217391305,0.07142857142857142,0.0,0.8874111752957106
S189,685489a6-eb86-44d2-ad90-9801aeb8424c,OPP15,mistral,basic_direct,basic,direct,OPP-115,46.49,0.0786,0.9565217391304348,0.9782608695652174,0.5108695652173914,0.4130434782608695,0.043478260869565216,0.0,0.6724604585248491
S473,9996a09a-4c54-4596-b387-21bf912bc4b7,OPP15,mistral,basic_role_guided,basic,role_guided,OPP-115,46.55,0.0544,0.8823529411764706,0.9117647058823529,0.4021739130434782,0.5217391304347826,0.058823529411764705,0.058823529411764705,0.6305747384972432
S300,a283e76e-3812-4b54-83f3-c05f85e53fb4,OPP15,mistral,basic_structured,basic,structured,OPP-115,54.85,0.0561,0.85,0.9,0.532608695652174,0.4130434782608695,0.1,0.05,0.8059750706888735
S093,db86132d-7ba0-4093-936e-78c58a8ab9aa,OPP15,mistral,safety_focused_direct,safety_focused,direct,OPP-115,35.2,0.084,1.0,1.0,0.5108695652173914,0.4130434782608695,0.0,0.0,0.6238651843741536
S387,21099b1b-efc9-4f2c-8291-8917272c7dc5,OPP15,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,45.77,0.0871,1.0,1.0,0.5543478260869565,0.3695652173913043,0.0,0.0,0.7779521280899644
S486,ddfa6c50-9be7-4d8b-a73e-d89585c7e42a,OPP15,mistral,safety_focused_structured,safety_focused,structured,OPP-115,43.37,0.0723,1.0,1.0,0.532608695652174,0.3478260869565217,0.0,0.0,0.7789814596914727
S151,927c2f80-c931-4faf-ac61-cc9c636b2be0,OPP16,gpt,basic_direct,basic,direct,OPP-115,29.95,0.238,1.0,1.0,0.8589743589743589,0.0769230769230769,0.0,0.0,0.9257317632436752
S334,89d12771-b486-4d01-96ec-79dc20c51499,OPP16,gpt,basic_role_guided,basic,role_guided,OPP-115,39.43,0.2531,1.0,1.0,0.782051282051282,0.1794871794871795,0.0,0.0,0.9281272417732648
S058,32ff15e6-4ffe-442b-94e4-29ee98391567,OPP16,gpt,basic_structured,basic,structured,OPP-115,34.32,0.2477,1.0,1.0,0.8333333333333334,0.1538461538461538,0.0,0.0,0.9028276899649251
S381,c4dc4745-c7d7-4277-b928-ad4674073ad8,OPP16,gpt,safety_focused_direct,safety_focused,direct,OPP-115,30.09,0.3159,1.0,1.0,0.7948717948717948,0.2051282051282051,0.0,0.0,0.9697372720048234
S454,37c9b5e6-6cde-40f7-8d89-5178281c2d3f,OPP16,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,34.51,0.3116,1.0,1.0,0.8589743589743589,0.1282051282051282,0.0,0.0,0.9571251276789642
S290,bd54bb2c-edc5-4613-91be-8b8af52ebc3b,OPP16,gpt,safety_focused_structured,safety_focused,structured,OPP-115,33.29,0.3093,1.0,1.0,0.8461538461538461,0.1538461538461538,0.0,0.0,0.9711662301650414
S383,6d20c497-c1b4-4dfd-8866-87ee6267494b,OPP16,llama,basic_direct,basic,direct,OPP-115,34.1,0.1143,1.0,1.0,0.3846153846153846,0.6153846153846154,0.0,0.0,0.9497639995354873
S452,6d6565d1-4e50-449d-bf91-3c2243b91fdf,OPP16,llama,basic_role_guided,basic,role_guided,OPP-115,34.74,0.1426,1.0,1.0,0.3974358974358974,0.5128205128205128,0.0,0.0,0.9268284632879145
S096,d50bf073-90d3-42f8-953c-bdf96823cdde,OPP16,llama,basic_structured,basic,structured,OPP-115,37.51,0.114,0.8333333333333334,0.875,0.2564102564102564,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.9737386405467987
S025,7b954cc5-1ac4-4926-bdfe-5bb6a2c3f13a,OPP16,llama,safety_focused_direct,safety_focused,direct,OPP-115,34.62,0.1407,1.0,1.0,0.2948717948717949,0.6666666666666666,0.0,0.0,0.9655762740543911
S347,8159589d-5d6f-4898-851c-b3706bc57d77,OPP16,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,33.08,0.1384,0.9285714285714286,0.9642857142857143,0.358974358974359,0.5897435897435898,0.07142857142857142,0.0,0.9042297431400844
S008,e5af2fca-3f92-43fe-8a08-82aacba1bad7,OPP16,llama,safety_focused_structured,safety_focused,structured,OPP-115,32.91,0.1217,1.0,1.0,0.3461538461538461,0.6153846153846154,0.0,0.0,0.9477933320132169
S006,15ee92dd-ed30-42b2-8e08-8e76c0f5157e,OPP16,mistral,basic_direct,basic,direct,OPP-115,53.32,0.2,0.9629629629629629,0.9814814814814815,0.6282051282051282,0.3076923076923077,0.037037037037037035,0.0,0.9426147584561948
S013,cae08f10-b857-4089-976c-86001777066e,OPP16,mistral,basic_role_guided,basic,role_guided,OPP-115,49.89,0.1984,0.96,0.98,0.6153846153846154,0.282051282051282,0.04,0.0,0.941866894364357
S049,e3cee2e9-8a8b-4f67-8143-4037854a857d,OPP16,mistral,basic_structured,basic,structured,OPP-115,46.73,0.1605,0.9545454545454546,0.9545454545454546,0.5384615384615384,0.3333333333333333,0.0,0.045454545454545456,0.9510891545902599
S371,b1c63fb1-5eff-4d9c-9e7d-14cf5ca44018,OPP16,mistral,safety_focused_direct,safety_focused,direct,OPP-115,46.64,0.2391,0.9411764705882353,0.9705882352941176,0.8076923076923077,0.0769230769230769,0.058823529411764705,0.0,0.9379912290502997
S197,7f6a1005-6fae-48f9-b0fb-acf02990abaf,OPP16,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,52.89,0.255,0.96875,0.984375,0.7564102564102564,0.2307692307692307,0.03125,0.0,0.8866218598559499
S386,5d2ed447-ca56-4979-b888-c03a5fb0cfdc,OPP16,mistral,safety_focused_structured,safety_focused,structured,OPP-115,41.69,0.1829,1.0,1.0,0.6025641025641025,0.3846153846153846,0.0,0.0,0.9295786470174789
S396,f44c12b0-d3a5-456c-bbea-6bb2c5dc054d,OPP17,gpt,basic_direct,basic,direct,OPP-115,38.36,0.5294,1.0,1.0,0.9090909090909092,0.0454545454545454,0.0,0.0,0.9758625740096682
S255,e4fa5066-c3ce-454a-9363-0edffc6b04a3,OPP17,gpt,basic_role_guided,basic,role_guided,OPP-115,37.55,0.5963,1.0,1.0,0.9545454545454546,0.0454545454545454,0.0,0.0,0.9598745059967041
S483,e5f86702-48fd-4001-83b0-77af87936bf4,OPP17,gpt,basic_structured,basic,structured,OPP-115,36.35,0.512,1.0,1.0,0.9772727272727272,0.0,0.0,0.0,0.9758800977752322
S084,49a3fc94-a0cd-49db-88b7-3d660044a1b4,OPP17,gpt,safety_focused_direct,safety_focused,direct,OPP-115,32.67,0.7888,1.0,1.0,1.0,0.0,0.0,0.0,0.9742564398508805
S141,759b6eab-5e67-466b-bf6f-dd0f99d1a4d7,OPP17,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,34.0,0.758,1.0,1.0,1.0,0.0,0.0,0.0,0.949126653946363
S463,a73f1783-39eb-40cc-a47a-8a3da45acdf0,OPP17,gpt,safety_focused_structured,safety_focused,structured,OPP-115,32.74,0.8235,1.0,1.0,1.0,0.0,0.0,0.0,0.9769783748520745
S351,f9a15cad-6ff1-4b3f-b719-1953ad1ca7dd,OPP17,llama,basic_direct,basic,direct,OPP-115,33.35,0.381,1.0,1.0,0.6363636363636364,0.2272727272727272,0.0,0.0,0.9480325520038605
S435,09c4159b-afc3-4666-9349-7722769485d9,OPP17,llama,basic_role_guided,basic,role_guided,OPP-115,33.82,0.4412,0.9166666666666666,0.9583333333333334,0.6363636363636364,0.1818181818181818,0.08333333333333333,0.0,0.8044851816569766
S324,d1d6653b-e613-4d6b-a1f6-2793ea31b19a,OPP17,llama,basic_structured,basic,structured,OPP-115,34.1,0.4024,0.8333333333333334,0.9166666666666666,0.7045454545454546,0.1818181818181818,0.16666666666666666,0.0,0.9019641866907477
S400,e1681caa-f31a-4b05-83d1-edfe9948b08d,OPP17,llama,safety_focused_direct,safety_focused,direct,OPP-115,36.91,0.4024,1.0,1.0,0.75,0.1818181818181818,0.0,0.0,0.9000890923974415
S436,c8d35afe-3a76-430d-9eba-32fb1faa0125,OPP17,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,29.2,0.4866,1.0,1.0,0.8636363636363636,0.0454545454545454,0.0,0.0,0.9185758095521194
S312,a252e0b8-f7c3-4ba0-8f75-b781baf89c1b,OPP17,llama,safety_focused_structured,safety_focused,structured,OPP-115,38.99,0.3676,1.0,1.0,0.6818181818181818,0.2727272727272727,0.0,0.0,0.8977766830163697
S237,bdf6cc8f-5ae0-4ae9-86c1-9ca169f4790e,OPP17,mistral,basic_direct,basic,direct,OPP-115,44.13,0.607,0.9473684210526315,0.9736842105263158,0.8636363636363636,0.0454545454545454,0.05263157894736842,0.0,0.8321799272181172
S168,b6fc70fb-0074-416d-85d7-d498f2394319,OPP17,mistral,basic_role_guided,basic,role_guided,OPP-115,44.54,0.5816,0.8947368421052632,0.9473684210526315,0.7954545454545454,0.0909090909090909,0.10526315789473684,0.0,0.740200297514859
S167,e24515e2-a037-401e-8610-5b93ed0f014b,OPP17,mistral,basic_structured,basic,structured,OPP-115,47.94,0.389,1.0,1.0,0.7954545454545454,0.1363636363636363,0.0,0.0,0.8156755251277771
S158,a4f0b446-a8e5-494c-bd09-c9324917d49a,OPP17,mistral,safety_focused_direct,safety_focused,direct,OPP-115,41.28,0.6671,0.96,0.98,0.8409090909090909,0.0454545454545454,0.04,0.0,0.8878430067002774
S059,7d74836f-6333-4345-8793-d31000bd3609,OPP17,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,39.86,0.627,0.9523809523809523,0.9761904761904762,0.8409090909090909,0.0454545454545454,0.047619047619047616,0.0,0.845403715968132
S426,30ed3995-e1dc-4ce8-8597-614418df33ef,OPP17,mistral,safety_focused_structured,safety_focused,structured,OPP-115,43.66,0.488,0.9411764705882353,0.9705882352941176,0.7954545454545454,0.0909090909090909,0.058823529411764705,0.0,0.7560026486787725
S350,a4c14c75-820b-49d0-b84f-26278133379e,OPP18,gpt,basic_direct,basic,direct,OPP-115,25.32,0.1545,1.0,1.0,0.7285714285714285,0.2571428571428571,0.0,0.0,0.7780382252531126
S234,f48a245b-3616-40bd-b4dc-7dbc1fb6b8bd,OPP18,gpt,basic_role_guided,basic,role_guided,OPP-115,27.82,0.1638,1.0,1.0,0.7428571428571429,0.2571428571428571,0.0,0.0,0.8852425160653451
S313,c86db43e-7b28-4618-a8e3-0e5001fb5200,OPP18,gpt,basic_structured,basic,structured,OPP-115,27.82,0.1593,1.0,1.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.9223471444428843
S315,23701fc8-8d0d-4f90-b366-e4f8ac0ef677,OPP18,gpt,safety_focused_direct,safety_focused,direct,OPP-115,27.34,0.2794,1.0,1.0,0.8285714285714286,0.1714285714285714,0.0,0.0,0.9278778933550952
S042,1feb4375-8cb5-4e7c-9686-cac872089c93,OPP18,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,29.35,0.2728,1.0,1.0,0.8714285714285714,0.1142857142857142,0.0,0.0,0.9221691522890558
S052,944554d1-50d5-46bb-876c-c8990ad67dfd,OPP18,gpt,safety_focused_structured,safety_focused,structured,OPP-115,27.58,0.2336,1.0,1.0,0.7428571428571429,0.2571428571428571,0.0,0.0,0.9126303883438761
S260,09266b71-c9f7-4185-b5a8-e09f892b0791,OPP18,llama,basic_direct,basic,direct,OPP-115,41.87,0.0936,0.6666666666666666,0.8333333333333334,0.2428571428571428,0.7142857142857143,0.3333333333333333,0.0,0.8510555778940518
S057,271912d9-ca4f-4df1-9a43-30f1cd0a1247,OPP18,llama,basic_role_guided,basic,role_guided,OPP-115,48.34,0.0827,1.0,1.0,0.2,0.7142857142857143,0.0,0.0,0.8581096859914916
S310,2fbbba1e-5300-4020-957e-9e506e8340bf,OPP18,llama,basic_structured,basic,structured,OPP-115,36.68,0.0847,0.8,0.9,0.3571428571428571,0.6,0.2,0.0,0.8123771804074447
S339,9c478d2e-579a-45de-b124-ef9d7fc12ccb,OPP18,llama,safety_focused_direct,safety_focused,direct,OPP-115,34.48,0.1011,0.8823529411764706,0.9411764705882353,0.4285714285714285,0.5714285714285714,0.11764705882352941,0.0,0.8245523791102802
S109,ee3a5b4b-d20c-43d3-804d-b1821bf51be2,OPP18,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,39.16,0.0875,0.625,0.75,0.2428571428571428,0.6857142857142857,0.25,0.125,0.8141048694960773
S482,9534269d-7339-43e0-8667-b2601a8ef162,OPP18,llama,safety_focused_structured,safety_focused,structured,OPP-115,31.75,0.0832,0.9230769230769231,0.9615384615384616,0.3857142857142857,0.5428571428571428,0.07692307692307693,0.0,0.8302506030752108
S231,60da9e38-45cc-40a7-b9be-0f760b8c8931,OPP18,mistral,basic_direct,basic,direct,OPP-115,43.96,0.1646,1.0,1.0,0.6428571428571429,0.2571428571428571,0.0,0.0,0.855565874227162
S305,db72b149-70fb-479a-aeae-bdbdb61b8db5,OPP18,mistral,basic_role_guided,basic,role_guided,OPP-115,49.83,0.132,0.96,0.96,0.5142857142857142,0.4,0.0,0.04,0.8199394491314888
S204,e31bcec1-b80e-4c76-9a3e-1fb49e8fb03f,OPP18,mistral,basic_structured,basic,structured,OPP-115,42.03,0.1257,0.95,0.95,0.5285714285714286,0.3714285714285714,0.0,0.05,0.8249647242948412
S229,78c17e04-06d7-4e8e-a200-dbbd552341a3,OPP18,mistral,safety_focused_direct,safety_focused,direct,OPP-115,42.31,0.1934,0.972972972972973,0.972972972972973,0.8571428571428571,0.1428571428571428,0.0,0.02702702702702703,0.8808927767582841
S288,22329867-30b3-4340-a13b-87092277c8a1,OPP18,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,48.72,0.2268,0.9767441860465116,0.9767441860465116,0.6571428571428571,0.2857142857142857,0.0,0.023255813953488372,0.8658895014330398
S472,dea12b26-7d11-412c-ae65-7ec47b337f64,OPP18,mistral,safety_focused_structured,safety_focused,structured,OPP-115,40.14,0.1737,0.9354838709677419,0.9354838709677419,0.6428571428571429,0.3142857142857143,0.0,0.06451612903225806,0.8322545917284104
S447,c3dc4d8a-2eb3-4187-ae57-9bed1b38c414,OPP19,gpt,basic_direct,basic,direct,OPP-115,31.75,0.4752,1.0,1.0,0.9264705882352942,0.0588235294117647,0.0,0.0,0.8275625040897956
S304,fdb83823-f0b0-4a37-ab4c-1f709f1271dd,OPP19,gpt,basic_role_guided,basic,role_guided,OPP-115,34.98,0.3979,0.9545454545454546,0.9772727272727273,0.8088235294117647,0.1470588235294117,0.045454545454545456,0.0,0.8491337163881822
S017,c887ee04-1ec8-4c5e-ae45-eae35929aa0e,OPP19,gpt,basic_structured,basic,structured,OPP-115,36.08,0.4144,0.9166666666666666,0.9583333333333334,0.9117647058823528,0.088235294117647,0.08333333333333333,0.0,0.8195753979186217
S385,63a0d21e-de17-4b89-a37d-c6c8201eb4f2,OPP19,gpt,safety_focused_direct,safety_focused,direct,OPP-115,23.84,0.6116,1.0,1.0,0.9558823529411764,0.0294117647058823,0.0,0.0,0.8907156279010158
S063,b55157bf-a2f1-4519-bd56-2828951e4af6,OPP19,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,29.26,0.6073,1.0,1.0,0.9852941176470588,0.0,0.0,0.0,0.890282497741282
S085,c774d7a5-f174-4615-85a0-7333c42bcddc,OPP19,gpt,safety_focused_structured,safety_focused,structured,OPP-115,29.14,0.6334,1.0,1.0,0.9705882352941176,0.0294117647058823,0.0,0.0,0.8970123716763088
S453,f17a01a6-8d18-4946-80b7-b5b154ab3e41,OPP19,llama,basic_direct,basic,direct,OPP-115,43.94,0.2563,1.0,1.0,0.4117647058823529,0.4705882352941176,0.0,0.0,0.7729259133338928
S314,006f0708-b27e-48e6-bfde-a089e5122501,OPP19,llama,basic_role_guided,basic,role_guided,OPP-115,48.8,0.2728,1.0,1.0,0.3676470588235294,0.5294117647058824,0.0,0.0,0.7670215343435606
S266,aa34311b-c2a0-4a90-a688-a8d737fa7801,OPP19,llama,basic_structured,basic,structured,OPP-115,47.53,0.252,1.0,1.0,0.4705882352941176,0.4411764705882353,0.0,0.0,0.7853277362883091
S240,ea4dc0fb-1851-49fb-8da2-fb8d51bf755a,OPP19,llama,safety_focused_direct,safety_focused,direct,OPP-115,37.98,0.2841,1.0,1.0,0.5441176470588235,0.3529411764705882,0.0,0.0,0.8813657921094161
S195,7ae2ab34-96b3-4cf7-8537-c3a3f7ffceb4,OPP19,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,37.95,0.2919,1.0,1.0,0.5882352941176471,0.3529411764705882,0.0,0.0,0.8694952151605061
S021,033bed4d-3e32-4ae7-987c-f742eb131e8e,OPP19,llama,safety_focused_structured,safety_focused,structured,OPP-115,37.2,0.2884,1.0,1.0,0.5441176470588235,0.3823529411764705,0.0,0.0,0.8820492969109461
S378,f721bbab-a3bd-48f1-ad47-24a2bb925029,OPP19,mistral,basic_direct,basic,direct,OPP-115,43.28,0.4839,0.8846153846153846,0.9423076923076923,0.9117647058823528,0.0588235294117647,0.11538461538461539,0.0,0.8737969930068805
S201,ba08c46b-02cc-4cc4-bfbc-34ca1e795526,OPP19,mistral,basic_role_guided,basic,role_guided,OPP-115,47.34,0.4666,0.782608695652174,0.8695652173913043,0.8088235294117647,0.1176470588235294,0.17391304347826086,0.043478260869565216,0.7105890888234844
S112,b38803af-9c9b-4815-b5ec-758c1f6508a2,OPP19,mistral,basic_structured,basic,structured,OPP-115,48.98,0.4275,0.875,0.9166666666666666,0.8676470588235294,0.088235294117647,0.08333333333333333,0.041666666666666664,0.7240566207716862
S398,5a8f38fd-97b6-45fd-9a2e-d72b25b63899,OPP19,mistral,safety_focused_direct,safety_focused,direct,OPP-115,45.17,0.5222,0.896551724137931,0.9137931034482759,0.8676470588235294,0.1176470588235294,0.034482758620689655,0.06896551724137931,0.7258073248226067
S327,8f07d891-2fb6-48b9-9527-13bf8bd3eb32,OPP19,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,45.81,0.6177,0.9411764705882353,0.9558823529411765,0.9264705882352942,0.0588235294117647,0.029411764705882353,0.029411764705882353,0.764711905928219
S466,e9eb00a8-4261-4f9f-8a75-c27793651dc3,OPP19,mistral,safety_focused_structured,safety_focused,structured,OPP-115,44.36,0.3553,0.9444444444444444,0.9722222222222222,0.6617647058823529,0.2941176470588235,0.05555555555555555,0.0,0.8023281674832106
S477,1c45b093-e0e5-4fde-bdfd-a2ba6ccdf94e,OPP20,gpt,basic_direct,basic,direct,OPP-115,28.74,0.2728,1.0,1.0,0.9069767441860463,0.0697674418604651,0.0,0.0,0.9134602745374044
S316,6e041cba-b78e-4b75-8db7-fa1837716947,OPP20,gpt,basic_role_guided,basic,role_guided,OPP-115,32.36,0.2149,1.0,1.0,0.8372093023255814,0.1395348837209302,0.0,0.0,0.8523848229646682
S289,3ac8f8f2-9ed4-4671-bd97-2a365f090b40,OPP20,gpt,basic_structured,basic,structured,OPP-115,30.36,0.2443,0.9259259259259259,0.9629629629629629,0.8837209302325582,0.0930232558139534,0.07407407407407407,0.0,0.932963694135348
S094,92936efb-2f7b-405a-be71-efa4ab483c71,OPP20,gpt,safety_focused_direct,safety_focused,direct,OPP-115,31.54,0.4026,0.9736842105263158,0.9868421052631579,1.0,0.0,0.02631578947368421,0.0,0.8850329349699774
S149,5e911991-b81b-48b8-bf91-11e9f2a3b70d,OPP20,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,33.19,0.4327,1.0,1.0,0.9767441860465116,0.0232558139534883,0.0,0.0,0.936091454492675
S264,913a7f86-db3b-4f5f-be25-de9ed4894b92,OPP20,gpt,safety_focused_structured,safety_focused,structured,OPP-115,34.24,0.3712,1.0,1.0,0.9302325581395348,0.0232558139534883,0.0,0.0,0.9082466624677181
S367,5cc46d11-cda8-4b24-9e71-a824d5e7ad54,OPP20,llama,basic_direct,basic,direct,OPP-115,32.17,0.1274,0.9090909090909091,0.9545454545454546,0.3604651162790697,0.5116279069767442,0.09090909090909091,0.0,0.8402950655330311
S275,63fc1325-eae9-49bc-a714-c6590392b792,OPP20,llama,basic_role_guided,basic,role_guided,OPP-115,33.25,0.1245,1.0,1.0,0.4069767441860465,0.5348837209302325,0.0,0.0,0.9741393327713013
S089,f05b344d-b69d-43f2-8cf5-89aa9d863a42,OPP20,llama,basic_structured,basic,structured,OPP-115,40.07,0.1149,1.0,1.0,0.4767441860465116,0.4651162790697674,0.0,0.0,0.9040886200964451
S078,451819ed-a409-4f32-9b0d-2ad2a190cbed,OPP20,llama,safety_focused_direct,safety_focused,direct,OPP-115,26.41,0.1519,1.0,1.0,0.4651162790697674,0.4883720930232558,0.0,0.0,0.9671276370684306
S194,1d62e14f-2ab9-4b13-8d96-44c71f1a54e3,OPP20,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,27.82,0.1358,1.0,1.0,0.3255813953488372,0.6046511627906976,0.0,0.0,0.9679311960935593
S458,c942959a-1fe9-42a4-8eee-b7a1eaf96109,OPP20,llama,safety_focused_structured,safety_focused,structured,OPP-115,25.27,0.1173,1.0,1.0,0.3372093023255814,0.5813953488372093,0.0,0.0,0.9631546785434087
