blind_id,run_id,policy_id,model_family,prompt_strategy,prompt_set,strategy,corpus,flesch_reading_ease,word_compression_ratio,gemini_support_rate,gemini_weighted_alignment,coverage_weighted_rate,omission_rate,distortion_rate,hallucination_rate,minicheck_mean_probability
S016,3cfa43f4-f557-4dc4-aa2c-efa1c1e98616,OPP07,llama,basic_direct,basic,direct,OPP-115,36.41,0.2466,0.9285714285714286,0.9642857142857143,0.6,0.32,0.07142857142857142,0.0,0.8193451259285212
S329,dcaf39fe-4983-4d61-ae24-2666c59446fc,OPP07,llama,basic_role_guided,basic,role_guided,OPP-115,55.82,0.3291,1.0,1.0,0.74,0.2,0.0,0.0,0.8108120424672961
S041,4a65e145-c79a-4d41-8bcb-07ca6a21d8ea,OPP07,llama,basic_structured,basic,structured,OPP-115,30.52,0.2624,1.0,1.0,0.62,0.32,0.0,0.0,0.6302728495177101
S323,6fc7cb8f-63d7-4cd4-8549-c8d90977d1e8,OPP07,llama,safety_focused_direct,safety_focused,direct,OPP-115,36.61,0.2901,1.0,1.0,0.54,0.28,0.0,0.0,0.754063256084919
S422,6817b420-6fc7-4562-a324-47c317516884,OPP07,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,39.05,0.3268,1.0,1.0,0.74,0.2,0.0,0.0,0.746956331241462
S355,3d789487-3a48-4900-9f4e-42533a661210,OPP07,llama,safety_focused_structured,safety_focused,structured,OPP-115,41.58,0.2789,1.0,1.0,0.7,0.24,0.0,0.0,0.7577933561714256
S403,0c3df876-4a3d-4dae-9e6b-6a1d354043c7,OPP07,mistral,basic_direct,basic,direct,OPP-115,54.09,0.2976,1.0,1.0,0.84,0.12,0.0,0.0,0.6689602371467196
S406,e9700dbf-380c-41b9-a383-4f5fb5ea18f4,OPP07,mistral,basic_role_guided,basic,role_guided,OPP-115,55.82,0.3253,0.9523809523809523,0.9761904761904762,0.6,0.28,0.047619047619047616,0.0,0.651563539568867
S009,e9b1185e-02ec-4ab6-a324-5e18ed33f13a,OPP07,mistral,basic_structured,basic,structured,OPP-115,52.99,0.2661,0.9473684210526315,0.9736842105263158,0.84,0.12,0.05263157894736842,0.0,0.6627044567936345
S481,2af370a4-62b4-406f-a8c1-829da7987da7,OPP07,mistral,safety_focused_direct,safety_focused,direct,OPP-115,51.99,0.3598,1.0,1.0,0.84,0.16,0.0,0.0,0.6160674112228056
S251,5798b51c-008e-49fa-90bf-31d82fd6a2a0,OPP07,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,49.88,0.3846,0.9629629629629629,0.9814814814814815,0.78,0.08,0.037037037037037035,0.0,0.7187190091720334
S469,6142087b-2a15-4bfb-856a-7c677953ccf7,OPP07,mistral,safety_focused_structured,safety_focused,structured,OPP-115,44.47,0.3441,1.0,1.0,0.82,0.08,0.0,0.0,0.6687786970287561
S186,ad02f513-6ec1-476a-8bd7-b144556757c0,OPP08,gpt,basic_direct,basic,direct,OPP-115,34.29,0.2868,1.0,1.0,0.9324324324324323,0.027027027027027,0.0,0.0,0.7006798723978656
S101,af79da75-6f9b-4f4c-8ff3-125c8e54e59e,OPP08,gpt,basic_role_guided,basic,role_guided,OPP-115,36.13,0.2807,1.0,1.0,0.9594594594594594,0.0,0.0,0.0,0.7334750267293524
S198,c9fc4c29-7e2b-4a3a-b94f-0751f71631c7,OPP08,gpt,basic_structured,basic,structured,OPP-115,31.32,0.2634,1.0,1.0,0.945945945945946,0.027027027027027,0.0,0.0,0.7115681586166223
S024,38889c25-bddc-41b3-9b35-a03d73ad4747,OPP08,gpt,safety_focused_direct,safety_focused,direct,OPP-115,28.84,0.4486,1.0,1.0,1.0,0.0,0.0,0.0,0.752419816845275
S330,21140447-5b47-4eaa-9bec-5fe158a757ad,OPP08,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,33.6,0.4856,1.0,1.0,1.0,0.0,0.0,0.0,0.7197378789289639
S241,6a8dd384-89fb-4f70-a1a7-9beb9c72b28d,OPP08,gpt,safety_focused_structured,safety_focused,structured,OPP-115,26.3,0.3934,1.0,1.0,0.9594594594594594,0.027027027027027,0.0,0.0,0.68277781996876
S471,f6af3983-ed7c-439f-88ed-1e88180077aa,OPP08,llama,basic_direct,basic,direct,OPP-115,40.36,0.1444,0.8461538461538461,0.9230769230769231,0.3783783783783784,0.5405405405405406,0.15384615384615385,0.0,0.5517824209080293
S322,0f57da5c-ff21-40b1-900f-bdda43661407,OPP08,llama,basic_role_guided,basic,role_guided,OPP-115,41.32,0.1626,0.8666666666666667,0.9333333333333333,0.4864864864864865,0.4864864864864865,0.13333333333333333,0.0,0.49193081830938656
S123,d1e26779-6605-4853-954e-4ce4a1098742,OPP08,llama,basic_structured,basic,structured,OPP-115,39.97,0.1342,1.0,1.0,0.3243243243243243,0.5675675675675675,0.0,0.0,0.7554256832847993
S155,55d2cd7f-105c-4af4-bc2d-4505830e2998,OPP08,llama,safety_focused_direct,safety_focused,direct,OPP-115,33.17,0.1403,0.9333333333333333,0.9666666666666667,0.4054054054054054,0.4594594594594595,0.06666666666666667,0.0,0.6755420011778672
S080,0a1c4fee-d99c-4c2b-ba88-236a8103df7b,OPP08,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,36.24,0.1296,0.9166666666666666,0.9583333333333334,0.4189189189189189,0.4864864864864865,0.08333333333333333,0.0,0.5056312310819825
S358,d3427706-9aeb-43e7-bc36-60eb58fa3194,OPP08,llama,safety_focused_structured,safety_focused,structured,OPP-115,42.0,0.1399,0.9333333333333333,0.9666666666666667,0.3243243243243243,0.5945945945945946,0.06666666666666667,0.0,0.8102298183987539
S373,d6b3607a-5dd9-443d-8427-6b7c1d1e072b,OPP08,mistral,basic_direct,basic,direct,OPP-115,46.84,0.1774,1.0,1.0,0.6756756756756757,0.2972972972972973,0.0,0.0,0.8626192071962924
S104,2e81ad14-2464-4b13-9533-5d707ed77954,OPP08,mistral,basic_role_guided,basic,role_guided,OPP-115,50.52,0.2128,0.96,0.96,0.8243243243243243,0.1621621621621621,0.0,0.04,0.8784435269981623
S156,0b32e6fc-6a67-457f-bdba-f89f44f7fb86,OPP08,mistral,basic_structured,basic,structured,OPP-115,55.86,0.1802,0.9090909090909091,0.9318181818181818,0.527027027027027,0.4324324324324324,0.045454545454545456,0.045454545454545456,0.8763114476407116
S243,6de25d97-8365-4f0f-9417-23c210725175,OPP08,mistral,safety_focused_direct,safety_focused,direct,OPP-115,47.88,0.2226,0.88,0.94,0.7297297297297297,0.2702702702702703,0.12,0.0,0.8561130811274051
S028,f373cb6c-3f22-49b6-9713-7bf3e59aec31,OPP08,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,48.4,0.23,0.9629629629629629,0.9814814814814815,0.8783783783783784,0.1081081081081081,0.037037037037037035,0.0,0.7552211374320366
S444,5b41e9b4-e234-4bd3-ba72-f856f20bb111,OPP08,mistral,safety_focused_structured,safety_focused,structured,OPP-115,53.44,0.1782,0.8571428571428571,0.8809523809523809,0.5135135135135135,0.4324324324324324,0.047619047619047616,0.09523809523809523,0.8050863182260877
S366,2bb68f5f-23df-44e6-8af2-ffccb2210459,OPP09,gpt,basic_direct,basic,direct,OPP-115,31.8,0.1204,1.0,1.0,0.8928571428571429,0.0714285714285714,0.0,0.0,0.848761708306318
S270,5fcf3513-a312-47ff-b5ea-5dd21d629372,OPP09,gpt,basic_role_guided,basic,role_guided,OPP-115,30.54,0.0865,1.0,1.0,0.7261904761904762,0.1904761904761904,0.0,0.0,0.8164100719150156
S284,7d9e3fd4-11a3-4e0a-b8ca-d36e1cb05ba4,OPP09,gpt,basic_structured,basic,structured,OPP-115,29.1,0.0977,0.9714285714285714,0.9857142857142858,0.7976190476190477,0.1428571428571428,0.02857142857142857,0.0,0.833384464255401
S219,0b5fdb3e-f8a2-4270-8c8c-990c52aa83e2,OPP09,gpt,safety_focused_direct,safety_focused,direct,OPP-115,25.92,0.2068,1.0,1.0,0.988095238095238,0.0,0.0,0.0,0.8276526934483595
S230,96fa2d66-cc2f-4f0e-8b61-d788a1bde6f5,OPP09,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,32.51,0.2656,1.0,1.0,1.0,0.0,0.0,0.0,0.9260102526229971
S099,9eee36c2-9e70-4852-8d40-b47a0027429b,OPP09,gpt,safety_focused_structured,safety_focused,structured,OPP-115,29.21,0.1992,1.0,1.0,1.0,0.0,0.0,0.0,0.8595090621965937
S282,77379c88-0315-4a78-8a49-df56eb0ae35c,OPP09,llama,basic_direct,basic,direct,OPP-115,33.46,0.0439,1.0,1.0,0.3928571428571428,0.5714285714285714,0.0,0.0,0.8271896672936586
S035,b6cee9a4-7271-4c21-8daa-6f90d085539b,OPP09,llama,basic_role_guided,basic,role_guided,OPP-115,29.6,0.0537,1.0,1.0,0.369047619047619,0.5952380952380952,0.0,0.0,0.9605226236231187
S281,c8c77463-ab44-403d-9acc-0c8cdde906e4,OPP09,llama,basic_structured,basic,structured,OPP-115,39.27,0.0545,0.9411764705882353,0.9705882352941176,0.3214285714285714,0.6666666666666666,0.058823529411764705,0.0,0.8321818358757916
S100,9909f2da-674f-4102-bb19-42b302b9c429,OPP09,llama,safety_focused_direct,safety_focused,direct,OPP-115,19.43,0.0442,1.0,1.0,0.3452380952380952,0.6190476190476191,0.0,0.0,0.837494378288587
S448,0f393283-e7f3-4356-9f0c-0e8b92601e91,OPP09,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,32.68,0.0626,1.0,1.0,0.4047619047619047,0.5476190476190477,0.0,0.0,0.8993846789002419
S245,913dd8d6-f9b5-44ba-9f00-736edc05e715,OPP09,llama,safety_focused_structured,safety_focused,structured,OPP-115,23.88,0.0403,1.0,1.0,0.3095238095238095,0.6428571428571429,0.0,0.0,0.7930807375482151
S169,030a202f-3590-4b30-89bf-61695da52a5c,OPP09,mistral,basic_direct,basic,direct,OPP-115,50.35,0.0776,0.9655172413793104,0.9655172413793104,0.6190476190476191,0.3095238095238095,0.0,0.034482758620689655,0.9017305846872001
S023,56fd51b9-f092-4c13-b70b-5c748aa38d7b,OPP09,mistral,basic_role_guided,basic,role_guided,OPP-115,52.44,0.0914,0.9714285714285714,0.9714285714285714,0.6428571428571429,0.2857142857142857,0.0,0.02857142857142857,0.8728534234421593
S397,0cf227aa-4ae0-4c23-8f24-4f6533f3d35b,OPP09,mistral,basic_structured,basic,structured,OPP-115,44.53,0.0716,0.9655172413793104,0.9655172413793104,0.5,0.3809523809523809,0.0,0.034482758620689655,0.8819648664573143
S157,463d2313-6b4a-4741-b390-65d45207dcb7,OPP09,mistral,safety_focused_direct,safety_focused,direct,OPP-115,42.94,0.1066,0.9743589743589743,0.9743589743589743,0.7142857142857143,0.2142857142857142,0.0,0.02564102564102564,0.8430116661848166
S349,6ee4bb81-b890-4f00-a4bd-60977ebf1a3c,OPP09,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,46.61,0.0981,0.9736842105263158,0.9736842105263158,0.6904761904761905,0.238095238095238,0.0,0.02631578947368421,0.8474627709702441
S205,b738e388-c830-4a74-b473-d855251ce32c,OPP09,mistral,safety_focused_structured,safety_focused,structured,OPP-115,40.0,0.0932,0.96875,0.96875,0.6309523809523809,0.3095238095238095,0.0,0.03125,0.8289020089432597
S332,88161d15-cad9-4d7b-8dae-2cef5b8aab83,OPP10,gpt,basic_direct,basic,direct,OPP-115,36.72,0.1334,1.0,1.0,0.99,0.0,0.0,0.0,0.85620433125231
S222,375f050d-3814-49dc-b05e-f0f0bc09ab42,OPP10,gpt,basic_role_guided,basic,role_guided,OPP-115,42.01,0.127,1.0,1.0,0.92,0.06,0.0,0.0,0.8753434223122895
S068,e9c817d1-2428-4dca-b7b1-f62779e0c8eb,OPP10,gpt,basic_structured,basic,structured,OPP-115,33.25,0.1347,1.0,1.0,0.91,0.08,0.0,0.0,0.8798664644496833
S143,fee4101d-7d1e-41d7-99d1-30d9e8d0e894,OPP10,gpt,safety_focused_direct,safety_focused,direct,OPP-115,26.07,0.2926,1.0,1.0,1.0,0.0,0.0,0.0,0.8924170062212008
S108,abbd2cee-d728-435c-b362-65a8e6fb78f2,OPP10,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,24.62,0.3267,1.0,1.0,1.0,0.0,0.0,0.0,0.8764060986787081
S138,b65dde29-5bcb-4130-95b5-9675dfe4f034,OPP10,gpt,safety_focused_structured,safety_focused,structured,OPP-115,24.69,0.2852,1.0,1.0,1.0,0.0,0.0,0.0,0.8726712586906027
S148,3eb39cd6-11f3-4ff9-9568-0ac1ea2e8e8e,OPP10,llama,basic_direct,basic,direct,OPP-115,33.18,0.0574,0.9,0.95,0.36,0.62,0.1,0.0,0.7823408007621765
S440,8fbd4192-3ef3-49c3-803b-e58c128e234e,OPP10,llama,basic_role_guided,basic,role_guided,OPP-115,43.58,0.0554,0.9230769230769231,0.9615384615384616,0.18,0.66,0.07692307692307693,0.0,0.8987762773266206
S192,b7ddb5d1-47c6-42d0-b0ec-2f2927bde4d6,OPP10,llama,basic_structured,basic,structured,OPP-115,47.84,0.0526,0.9230769230769231,0.9615384615384616,0.24,0.7,0.07692307692307693,0.0,0.8904416904999659
S211,6e31ff5c-92be-4d31-9aa7-9b3a227119ac,OPP10,llama,safety_focused_direct,safety_focused,direct,OPP-115,42.42,0.0521,1.0,1.0,0.35,0.6,0.0,0.0,0.821514748714187
S171,5da186ce-26b8-45da-bd26-3d4eb872eda3,OPP10,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,43.97,0.0617,0.9285714285714286,0.9642857142857143,0.31,0.64,0.07142857142857142,0.0,0.9162448006016868
S202,c74f2bcd-0ab0-4682-94f7-7f6a536ca0a0,OPP10,llama,safety_focused_structured,safety_focused,structured,OPP-115,37.93,0.0542,1.0,1.0,0.22,0.6,0.0,0.0,0.8816934729164297
S345,ff5c29e0-b84c-462c-8f7a-f67e679e46a9,OPP10,mistral,basic_direct,basic,direct,OPP-115,45.93,0.0788,0.9047619047619048,0.9523809523809523,0.43,0.5,0.09523809523809523,0.0,0.8844720607712155
S173,ba4b5a3a-9987-4869-ab05-dc85651eefe0,OPP10,mistral,basic_role_guided,basic,role_guided,OPP-115,53.96,0.0711,1.0,1.0,0.34,0.54,0.0,0.0,0.8310141715813767
S018,a54d597c-71e1-48cc-99ea-433ee4ac9ee2,OPP10,mistral,basic_structured,basic,structured,OPP-115,52.05,0.1022,0.967741935483871,0.9838709677419355,0.52,0.44,0.03225806451612903,0.0,0.8054567296658793
S430,a7e4ded4-9cde-4a0b-ac14-4a96ee2092b0,OPP10,mistral,safety_focused_direct,safety_focused,direct,OPP-115,56.05,0.0818,1.0,1.0,0.49,0.5,0.0,0.0,0.9068750406801701
S276,a9bfb506-e4cb-4b32-8af6-4b764db13e95,OPP10,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,47.51,0.1016,1.0,1.0,0.45,0.46,0.0,0.0,0.7541799192937712
S043,9d8effd6-db36-4c04-af46-c4c279d5dc96,OPP10,mistral,safety_focused_structured,safety_focused,structured,OPP-115,52.24,0.1044,1.0,1.0,0.57,0.4,0.0,0.0,0.8351663908688352
S295,163f2b4a-c413-454d-9aab-23e1bb4a14b1,OPP11,gpt,basic_direct,basic,direct,OPP-115,35.97,0.3128,0.9565217391304348,0.9565217391304348,0.868421052631579,0.0526315789473684,0.0,0.043478260869565216,0.9475462799486907
S263,bbe077e1-f865-4a8d-9719-db0d16cc9be4,OPP11,gpt,basic_role_guided,basic,role_guided,OPP-115,34.61,0.2826,1.0,1.0,0.9736842105263158,0.0,0.0,0.0,0.9584740459918976
S259,e7ca5a99-775d-4ebc-8be2-6b0f08678ba0,OPP11,gpt,basic_structured,basic,structured,OPP-115,36.67,0.3233,0.9166666666666666,0.9166666666666666,0.9210526315789472,0.0526315789473684,0.0,0.08333333333333333,0.8249353204543391
S072,df84b62a-75d5-46d6-a006-786fc03ca7a2,OPP11,gpt,safety_focused_direct,safety_focused,direct,OPP-115,36.59,0.4565,1.0,1.0,0.9736842105263158,0.0,0.0,0.0,0.9354627819791916
S181,3c5c3109-552c-4288-8117-2026cec08297,OPP11,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,30.41,0.4369,0.9666666666666667,0.9833333333333333,0.9736842105263158,0.0,0.03333333333333333,0.0,0.9349014282226562
S053,7192927c-8cd4-444c-820a-a3530932b606,OPP11,gpt,safety_focused_structured,safety_focused,structured,OPP-115,31.72,0.4341,1.0,1.0,0.9736842105263158,0.0,0.0,0.0,0.9533806973033481
S011,cf108911-e486-45a1-9bb7-871d92ee1aae,OPP11,llama,basic_direct,basic,direct,OPP-115,33.91,0.1907,1.0,1.0,0.4736842105263157,0.4210526315789473,0.0,0.0,0.9729811946551005
S331,089a429c-653e-4d4f-ab90-0416c83be3e0,OPP11,llama,basic_role_guided,basic,role_guided,OPP-115,41.14,0.1676,1.0,1.0,0.3421052631578947,0.4736842105263157,0.0,0.0,0.9608992785215378
S177,d0a62f29-e06e-461c-aafd-8db6be0edb4b,OPP11,llama,basic_structured,basic,structured,OPP-115,39.71,0.202,1.0,1.0,0.5,0.3684210526315789,0.0,0.0,0.9734170387188593
S121,84031ec0-0a7b-4fa1-b146-e937cf95ebfa,OPP11,llama,safety_focused_direct,safety_focused,direct,OPP-115,32.89,0.2532,1.0,1.0,0.5526315789473685,0.2105263157894736,0.0,0.0,0.968022616704305
S097,4748b93b-97fb-46dc-8b65-fe0d2d1fe316,OPP11,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,33.34,0.27,1.0,1.0,0.631578947368421,0.1578947368421052,0.0,0.0,0.9626531561215719
S082,785c93e9-e481-4310-b649-12b825bf9f4b,OPP11,llama,safety_focused_structured,safety_focused,structured,OPP-115,41.64,0.2062,1.0,1.0,0.5263157894736842,0.3157894736842105,0.0,0.0,0.9683639194284167
S047,154302db-fd44-47bd-ae84-e281fd714467,OPP11,mistral,basic_direct,basic,direct,OPP-115,47.11,0.3177,0.9047619047619048,0.9285714285714286,0.7894736842105263,0.1052631578947368,0.047619047619047616,0.047619047619047616,0.9132467611205011
S362,f675e09f-0f8c-4b54-91fd-de2187c653b5,OPP11,mistral,basic_role_guided,basic,role_guided,OPP-115,52.26,0.4292,1.0,1.0,0.8947368421052632,0.0526315789473684,0.0,0.0,0.9301216060465033
S476,89930bca-8e85-4186-885b-2acf6f05d474,OPP11,mistral,basic_structured,basic,structured,OPP-115,46.4,0.2623,1.0,1.0,0.7105263157894737,0.1578947368421052,0.0,0.0,0.9165309203995599
S188,1794a779-cb11-472f-86e3-10b202043f2f,OPP11,mistral,safety_focused_direct,safety_focused,direct,OPP-115,38.29,0.3184,1.0,1.0,0.7631578947368421,0.1052631578947368,0.0,0.0,0.9297493626089657
S265,a0258b69-5732-4901-ad31-e0e6484407f6,OPP11,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,48.78,0.3485,0.96,0.98,0.9473684210526316,0.0,0.04,0.0,0.9376604461669922
S423,8710ef1c-6dd1-43d5-9a85-7969cd4963f3,OPP11,mistral,safety_focused_structured,safety_focused,structured,OPP-115,46.53,0.3212,1.0,1.0,0.7105263157894737,0.1052631578947368,0.0,0.0,0.9341201469302177
S239,bc9f3fbc-dec4-402e-b6cd-521afdd9ed70,OPP12,gpt,basic_direct,basic,direct,OPP-115,24.14,0.1472,1.0,1.0,0.7285714285714285,0.2285714285714285,0.0,0.0,0.8011366012692451
S062,a39170cc-3178-4621-8d92-db6c518df729,OPP12,gpt,basic_role_guided,basic,role_guided,OPP-115,31.51,0.1769,1.0,1.0,0.8857142857142857,0.0571428571428571,0.0,0.0,0.9088512720806258
S411,e02de74a-380c-4963-87ec-a568cbd1f821,OPP12,gpt,basic_structured,basic,structured,OPP-115,27.39,0.1769,1.0,1.0,0.8428571428571429,0.0571428571428571,0.0,0.0,0.929072483922496
S190,c12c12d8-611c-4260-8b24-6c1f4f656078,OPP12,gpt,safety_focused_direct,safety_focused,direct,OPP-115,27.67,0.2788,1.0,1.0,0.9428571428571428,0.0285714285714285,0.0,0.0,0.9199915887632718
S225,84ca7efb-3247-41d7-88f3-8cf50872919e,OPP12,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,30.35,0.2691,1.0,1.0,0.9571428571428572,0.0,0.0,0.0,0.909976130232532
S128,2691e501-39f0-4cb6-8c88-be57355c2db9,OPP12,gpt,safety_focused_structured,safety_focused,structured,OPP-115,31.1,0.2901,1.0,1.0,0.9857142857142858,0.0,0.0,0.0,0.9273419049210273
S207,b2f1e93e-c436-4a4c-93f8-610dcc420639,OPP12,llama,basic_direct,basic,direct,OPP-115,43.72,0.072,1.0,1.0,0.2571428571428571,0.5714285714285714,0.0,0.0,0.8347811647332631
S215,cdc71cae-893c-4d9b-a8af-49a30fe0f206,OPP12,llama,basic_role_guided,basic,role_guided,OPP-115,46.89,0.083,0.8571428571428571,0.9285714285714286,0.2571428571428571,0.5714285714285714,0.14285714285714285,0.0,0.9066963302237647
S070,012660ae-51f6-4155-9e29-e825303e92d7,OPP12,llama,basic_structured,basic,structured,OPP-115,31.67,0.0731,1.0,1.0,0.2428571428571428,0.6,0.0,0.0,0.8612196120348844
S474,bce40501-fe63-4ded-8ace-319bd67504e4,OPP12,llama,safety_focused_direct,safety_focused,direct,OPP-115,26.43,0.1046,1.0,1.0,0.3428571428571428,0.5428571428571428,0.0,0.0,0.8633723879853884
S480,adc7bb32-1a25-4051-8e86-c4f1b508c311,OPP12,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,31.4,0.131,0.9545454545454546,0.9772727272727273,0.5571428571428572,0.3428571428571428,0.045454545454545456,0.0,0.9047629128802906
S029,0c5945ac-3c08-4c21-8a65-2e9a0d996218,OPP12,llama,safety_focused_structured,safety_focused,structured,OPP-115,38.79,0.0911,1.0,1.0,0.2714285714285714,0.5428571428571428,0.0,0.0,0.9359774390856425
S221,7f49a914-0adf-48c5-8979-934a77ee59f3,OPP12,mistral,basic_direct,basic,direct,OPP-115,54.68,0.1057,1.0,1.0,0.4571428571428571,0.4,0.0,0.0,0.8577246430673098
S122,fcf9655b-00a0-4b64-a201-4e3f3d8451b6,OPP12,mistral,basic_role_guided,basic,role_guided,OPP-115,56.75,0.1043,1.0,1.0,0.6571428571428571,0.3142857142857143,0.0,0.0,0.8664492774932158
S409,009ca923-7eff-41ff-96b9-80a3c3de7414,OPP12,mistral,basic_structured,basic,structured,OPP-115,46.98,0.0927,0.95,0.95,0.5,0.4,0.0,0.05,0.9186061069369316
S019,e8d77686-c9fc-426b-9981-2acf72883253,OPP12,mistral,safety_focused_direct,safety_focused,direct,OPP-115,48.1,0.1097,1.0,1.0,0.5714285714285714,0.3142857142857143,0.0,0.0,0.7590472685794035
S450,57c9641d-8930-4879-a129-1d102aab4922,OPP12,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,53.59,0.1426,1.0,1.0,0.7285714285714285,0.2285714285714285,0.0,0.0,0.8020053766667843
S131,06179881-7175-41b9-a4ca-ee2ae7bb12ff,OPP12,mistral,safety_focused_structured,safety_focused,structured,OPP-115,38.72,0.1046,1.0,1.0,0.6142857142857143,0.3142857142857143,0.0,0.0,0.8918588828472864
S455,035c058e-cdf0-4618-b946-d5c1361bae85,OPP13,gpt,basic_direct,basic,direct,OPP-115,39.39,0.6301,1.0,1.0,1.0,0.0,0.0,0.0,0.9773236640862056
S120,244206dd-ab85-4dd5-9eb7-8aed4aa731d1,OPP13,gpt,basic_role_guided,basic,role_guided,OPP-115,40.15,0.6187,1.0,1.0,1.0,0.0,0.0,0.0,0.9745773843356541
S415,6bb8ea66-54be-4858-bfd2-be943c5e9eef,OPP13,gpt,basic_structured,basic,structured,OPP-115,36.73,0.5708,1.0,1.0,1.0,0.0,0.0,0.0,0.9781502164327182
S184,f07461fe-a194-4e39-93b5-bd85e6c7c149,OPP13,gpt,safety_focused_direct,safety_focused,direct,OPP-115,37.45,0.8288,1.0,1.0,1.0,0.0,0.0,0.0,0.9795931689441204
S114,9ef3319a-6a96-4f3f-9164-a135f6b5a0b7,OPP13,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,36.35,0.8402,1.0,1.0,1.0,0.0,0.0,0.0,0.9808553457260132
S356,4a9dc4c1-fc3e-47c7-9268-f7537f307e81,OPP13,gpt,safety_focused_structured,safety_focused,structured,OPP-115,32.89,0.8242,1.0,1.0,1.0,0.0,0.0,0.0,0.9801411787668864
S445,4eb363de-77a3-4728-90aa-160cd6fc0064,OPP13,llama,basic_direct,basic,direct,OPP-115,35.0,0.5411,0.9,0.95,0.6875,0.1875,0.1,0.0,0.9685453593730926
S438,dab175e4-a440-40d5-b756-6d80a79e897e,OPP13,llama,basic_role_guided,basic,role_guided,OPP-115,41.56,0.7945,0.6666666666666666,0.8333333333333334,0.71875,0.0625,0.3333333333333333,0.0,0.971914013226827
S376,437570ec-c76b-4992-b52d-af8a0e04cd00,OPP13,llama,basic_structured,basic,structured,OPP-115,38.04,0.468,0.875,0.9375,0.59375,0.25,0.125,0.0,0.9655178636312485
S248,3fc49c3b-f770-4bb7-b61f-bb582ab6ea5c,OPP13,llama,safety_focused_direct,safety_focused,direct,OPP-115,34.85,0.5776,1.0,1.0,0.65625,0.1875,0.0,0.0,0.9542788598272536
S388,f0816d3d-4184-4dde-9bfa-817524fff65f,OPP13,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,36.86,0.7123,0.9333333333333333,0.9666666666666667,0.75,0.125,0.06666666666666667,0.0,0.9313545783360799
S203,7dcc5550-31ab-4971-a670-69fea068e57f,OPP13,llama,safety_focused_structured,safety_focused,structured,OPP-115,33.08,0.4863,0.8888888888888888,0.9444444444444444,0.71875,0.1875,0.1111111111111111,0.0,0.9672598640124003
S050,0fe63ae9-78de-4d92-834b-936e2040c772,OPP13,mistral,basic_direct,basic,direct,OPP-115,50.1,0.6233,0.7692307692307693,0.8461538461538461,0.78125,0.125,0.15384615384615385,0.07692307692307693,0.8309959167471299
S269,4c62af7c-8e3f-4903-b079-83ef143ce8c2,OPP13,mistral,basic_role_guided,basic,role_guided,OPP-115,57.4,0.7374,0.8888888888888888,0.9166666666666666,0.9375,0.0625,0.05555555555555555,0.05555555555555555,0.9568314386738671
S268,fa8de1cc-40d3-44be-9a1f-73a5fb3e8be8,OPP13,mistral,basic_structured,basic,structured,OPP-115,42.89,0.5913,0.8461538461538461,0.8846153846153846,0.84375,0.0625,0.07692307692307693,0.07692307692307693,0.8857854192073529
S410,8082f2f8-b047-4118-85df-8c10a7d6654c,OPP13,mistral,safety_focused_direct,safety_focused,direct,OPP-115,49.74,0.79,0.9411764705882353,0.9411764705882353,0.9375,0.0625,0.0,0.058823529411764705,0.9606680238948149
S227,7b3735f8-50d1-4efc-8ee0-3303072767c9,OPP13,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,54.12,0.6347,0.9333333333333333,0.9666666666666667,0.9375,0.0625,0.06666666666666667,0.0,0.8939243639508884
S247,53d547d7-9863-400f-9997-91afc4da7809,OPP13,mistral,safety_focused_structured,safety_focused,structured,OPP-115,48.58,0.5913,1.0,1.0,0.875,0.0625,0.0,0.0,0.8769427684268781
S354,e27dbfe1-57d0-4f3f-9f28-a58b84fa84c0,OPP14,gpt,basic_direct,basic,direct,OPP-115,26.03,0.1864,1.0,1.0,0.7916666666666666,0.1666666666666666,0.0,0.0,0.902825162090637
S335,f9e26e8a-48ba-4fad-af6d-2eb216f56bb3,OPP14,gpt,basic_role_guided,basic,role_guided,OPP-115,28.1,0.2099,1.0,1.0,0.8020833333333334,0.0833333333333333,0.0,0.0,0.8581784648159819
